;Reference Security;Bid Price;Ask Price;Mid Price;Cpn;Maturity;Common Eqty / Tot Assets;Debt/EBITDA;EBITDA;Earnings Assets / Int Bear Liab;Debt / Common Equity;BCLASS Level 3;TCE Ratio;Interest Coverage Ratio;Risk-Based Cap Ratio;Lev Ratio to TCE;Tier-1 Ratio;Tot Debt / Tot Capital
205;BH787467 Corp;103.612;103.794;103.703;1.0;04/22/2026;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
206;BH787467 Corp;103.612;103.79;103.701;1.0;04/22/2026;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
207;BH787467 Corp;103.632;103.783;103.70750000000001;1.0;04/22/2026;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
208;BH787467 Corp;103.59;103.772;103.68100000000001;1.0;04/22/2026;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
209;JK609904 Corp;110.558;111.405;110.98150000000001;2.85;04/27/2026;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
210;JK609904 Corp;108.16;111.241;109.7005;2.85;04/27/2026;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
211;JK609904 Corp;110.562;111.409;110.9855;2.85;04/27/2026;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
213;JK609904 Corp;110.0;111.75;110.875;2.85;04/27/2026;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
216;LW286371 Corp;110.0;111.75;110.875;2.8;07/21/2026;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
217;LW286371 Corp;108.368;111.488;109.928;2.8;07/21/2026;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
223;AL688676 Corp;109.44;109.665;109.55250000000001;1.875;12/20/2026;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
224;AL688676 Corp;109.439;109.659;109.549;1.875;12/20/2026;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
225;AL688676 Corp;109.393;109.844;109.6185;1.875;12/20/2026;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
226;AL688676 Corp;109.317;109.805;109.561;1.875;12/20/2026;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
227;AL688676 Corp;109.351;109.61;109.4805;1.875;12/20/2026;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
228;AL688676 Corp;109.362;109.635;109.4985;1.875;12/20/2026;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
229;AL688676 Corp;109.34;109.663;109.5015;1.875;12/20/2026;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
230;AL418669 Corp;109.397;110.371;109.884;2.5;12/22/2026;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
231;AL418669 Corp;107.562;110.635;109.0985;2.5;12/22/2026;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
232;AL418669 Corp;109.5;111.5;110.5;2.5;12/22/2026;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
233;AL418669 Corp;109.392;110.366;109.87899999999999;2.5;12/22/2026;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
235;AL418669 Corp;109.476;110.327;109.9015;2.5;12/22/2026;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
236;AL418669 Corp;107.544;110.617;109.0805;2.5;12/22/2026;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
237;BN672515 Corp;100.652;100.684;100.668;0.0;09/28/2025;20.3112;4.93919;1002.92;;231.3;Local Authority;-22.3441;6.41122;;;;66.1723
238;BN672515 Corp;100.577;100.772;100.6745;0.0;09/28/2025;20.3112;4.93919;1002.92;;231.3;Local Authority;-22.3441;6.41122;;;;66.1723
239;BN672515 Corp;100.629;100.814;100.72149999999999;0.0;09/28/2025;20.3112;4.93919;1002.92;;231.3;Local Authority;-22.3441;6.41122;;;;66.1723
240;BN672515 Corp;100.593;100.749;100.67099999999999;0.0;09/28/2025;20.3112;4.93919;1002.92;;231.3;Local Authority;-22.3441;6.41122;;;;66.1723
241;BN672515 Corp;100.643;100.738;100.6905;0.0;09/28/2025;20.3112;4.93919;1002.92;;231.3;Local Authority;-22.3441;6.41122;;;;66.1723
242;BN672515 Corp;100.595;100.78;100.6875;0.0;09/28/2025;20.3112;4.93919;1002.92;;231.3;Local Authority;-22.3441;6.41122;;;;66.1723
243;AW898691 Corp;105.481;107.498;106.48949999999999;3.0;02/04/2026;38.8014;10.0;-1349.0;;93.4018;Consumer Cyclical;-7.5846;-22.5417;;;;47.8947
244;AW898691 Corp;106.252;106.578;106.41499999999999;3.0;02/04/2026;38.8014;10.0;-1349.0;;93.4018;Consumer Cyclical;-7.5846;-22.5417;;;;47.8947
245;AW898691 Corp;106.213;106.865;106.53899999999999;3.0;02/04/2026;38.8014;10.0;-1349.0;;93.4018;Consumer Cyclical;-7.5846;-22.5417;;;;47.8947
246;AW898691 Corp;106.267;106.576;106.4215;3.0;02/04/2026;38.8014;10.0;-1349.0;;93.4018;Consumer Cyclical;-7.5846;-22.5417;;;;47.8947
247;AW898691 Corp;106.249;106.57;106.4095;3.0;02/04/2026;38.8014;10.0;-1349.0;;93.4018;Consumer Cyclical;-7.5846;-22.5417;;;;47.8947
248;AW898691 Corp;106.3;106.9;106.6;3.0;02/04/2026;38.8014;10.0;-1349.0;;93.4018;Consumer Cyclical;-7.5846;-22.5417;;;;47.8947
249;AW898691 Corp;105.445;107.48;106.4625;3.0;02/04/2026;38.8014;10.0;-1349.0;;93.4018;Consumer Cyclical;-7.5846;-22.5417;;;;47.8947
250;EK846236 Corp;101.022;101.113;101.0675;1.125;04/25/2022;5.95353;18.1084;263.976;108.681;587.565;Banking;5.95353;;19.2;5.7;19.2;85.4559
252;EK846236 Corp;101.024;101.148;101.086;1.125;04/25/2022;5.95353;18.1084;263.976;108.681;587.565;Banking;5.95353;;19.2;5.7;19.2;85.4559
253;EK846236 Corp;101.032;101.088;101.06;1.125;04/25/2022;5.95353;18.1084;263.976;108.681;587.565;Banking;5.95353;;19.2;5.7;19.2;85.4559
254;EK398481 Corp;100.137;100.621;100.37899999999999;3.875;09/16/2021;29.6892;3.6115;5273.64;;123.554;Capital Goods;22.0665;2.90858;;;;54.9059
255;BP618047 Corp;101.024;101.698;101.36099999999999;3.0;05/27/2026;29.6892;3.6115;5273.64;;123.554;Capital Goods;22.0665;2.90858;;;;54.9059
256;BP618047 Corp;101.027;101.701;101.364;3.0;05/27/2026;29.6892;3.6115;5273.64;;123.554;Capital Goods;22.0665;2.90858;;;;54.9059
257;BP618047 Corp;101.05;101.705;101.3775;3.0;05/27/2026;29.6892;3.6115;5273.64;;123.554;Capital Goods;22.0665;2.90858;;;;54.9059
258;BP618047 Corp;101.049;101.705;101.37700000000001;3.0;05/27/2026;29.6892;3.6115;5273.64;;123.554;Capital Goods;22.0665;2.90858;;;;54.9059
259;BP618047 Corp;101.049;101.75;101.3995;3.0;05/27/2026;29.6892;3.6115;5273.64;;123.554;Capital Goods;22.0665;2.90858;;;;54.9059
260;BP618047 Corp;101.075;101.75;101.4125;3.0;05/27/2026;29.6892;3.6115;5273.64;;123.554;Capital Goods;22.0665;2.90858;;;;54.9059
261;BP618047 Corp;101.034;101.704;101.369;3.0;05/27/2026;29.6892;3.6115;5273.64;;123.554;Capital Goods;22.0665;2.90858;;;;54.9059
262;AS087411 Corp;106.465;106.757;106.611;1.875;04/20/2026;31.391;;;;;Other Industrial;;;;;;
263;AS087411 Corp;106.374;106.876;106.625;1.875;04/20/2026;31.391;;;;;Other Industrial;;;;;;
264;AS087411 Corp;106.381;106.883;106.632;1.875;04/20/2026;31.391;;;;;Other Industrial;;;;;;
265;AS087411 Corp;106.581;107.029;106.805;1.875;04/20/2026;31.391;;;;;Other Industrial;;;;;;
266;AS087411 Corp;106.579;107.029;106.804;1.875;04/20/2026;31.391;;;;;Other Industrial;;;;;;
267;AS087411 Corp;106.428;106.721;106.5745;1.875;04/20/2026;31.391;;;;;Other Industrial;;;;;;
268;AS087411 Corp;106.423;106.719;106.571;1.875;04/20/2026;31.391;;;;;Other Industrial;;;;;;
269;BJ923344 Corp;101.537;102.037;101.787;1.375;06/17/2025;9.45119;6.8579;2180.82;;337.847;Capital Goods;-0.388127;2.86973;;;;73.6002
270;BJ923344 Corp;101.873;102.271;102.072;1.375;06/17/2025;9.45119;6.8579;2180.82;;337.847;Capital Goods;-0.388127;2.86973;;;;73.6002
271;BJ923344 Corp;101.805;102.208;102.0065;1.375;06/17/2025;9.45119;6.8579;2180.82;;337.847;Capital Goods;-0.388127;2.86973;;;;73.6002
272;BJ923344 Corp;101.534;102.034;101.784;1.375;06/17/2025;9.45119;6.8579;2180.82;;337.847;Capital Goods;-0.388127;2.86973;;;;73.6002
273;BJ923344 Corp;101.796;102.197;101.9965;1.375;06/17/2025;9.45119;6.8579;2180.82;;337.847;Capital Goods;-0.388127;2.86973;;;;73.6002
274;BJ923344 Corp;101.868;102.18;102.024;1.375;06/17/2025;9.45119;6.8579;2180.82;;337.847;Capital Goods;-0.388127;2.86973;;;;73.6002
275;BM015392 Corp;102.625;103.125;102.875;2.625;11/15/2025;36.1828;26.0514;100.3;;138.129;Consumer Cyclical;-5.96023;3.81731;;;;57.6196
276;BM015392 Corp;102.516;103.32;102.918;2.625;11/15/2025;36.1828;26.0514;100.3;;138.129;Consumer Cyclical;-5.96023;3.81731;;;;57.6196
281;BK706559 Corp;101.447;102.665;102.05600000000001;3.25;08/05/2025;27.9393;10.7196;556.332;;192.959;Other Financial;21.544;3.1126;;;;61.9288
286;BK706559 Corp;101.454;102.668;102.061;3.25;08/05/2025;27.9393;10.7196;556.332;;192.959;Other Financial;21.544;3.1126;;;;61.9288
287;BN390791 Corp;96.432;97.093;96.7625;1.875;01/14/2026;27.9393;10.7196;556.332;;192.959;Other Financial;21.544;3.1126;;;;61.9288
289;BN390791 Corp;96.375;97.0;96.6875;1.875;01/14/2026;27.9393;10.7196;556.332;;192.959;Other Financial;21.544;3.1126;;;;61.9288
292;BN390791 Corp;96.45;97.053;96.7515;1.875;01/14/2026;27.9393;10.7196;556.332;;192.959;Other Financial;21.544;3.1126;;;;61.9288
294;BM345732 Corp;99.088;100.336;99.71199999999999;2.75;11/13/2026;27.9393;10.7196;556.332;;192.959;Other Financial;21.544;3.1126;;;;61.9288
297;BM345732 Corp;99.087;100.335;99.711;2.75;11/13/2026;27.9393;10.7196;556.332;;192.959;Other Financial;21.544;3.1126;;;;61.9288
298;BM345732 Corp;99.086;100.334;99.71000000000001;2.75;11/13/2026;27.9393;10.7196;556.332;;192.959;Other Financial;21.544;3.1126;;;;61.9288
299;BM345732 Corp;99.087;100.331;99.709;2.75;11/13/2026;27.9393;10.7196;556.332;;192.959;Other Financial;21.544;3.1126;;;;61.9288
300;BM345732 Corp;99.086;100.331;99.7085;2.75;11/13/2026;27.9393;10.7196;556.332;;192.959;Other Financial;21.544;3.1126;;;;61.9288
301;AQ233864 Corp;99.388;100.282;99.83500000000001;1.5;12/06/2021;25.3193;7.99957;358.986;;227.528;Other Financial;23.2466;2.22842;;;;63.7757
303;ZS023930 Corp;98.932;99.852;99.392;1.5;04/17/2022;25.3193;7.99957;358.986;;227.528;Other Financial;23.2466;2.22842;;;;63.7757
305;ZS023930 Corp;98.933;99.851;99.392;1.5;04/17/2022;25.3193;7.99957;358.986;;227.528;Other Financial;23.2466;2.22842;;;;63.7757
307;AS305014 Corp;101.495;102.504;101.99950000000001;3.0;04/27/2026;25.3193;7.99957;358.986;;227.528;Other Financial;23.2466;2.22842;;;;63.7757
309;AS305014 Corp;101.349;102.504;101.9265;3.0;04/27/2026;25.3193;7.99957;358.986;;227.528;Other Financial;23.2466;2.22842;;;;63.7757
310;AS305014 Corp;101.348;102.504;101.926;3.0;04/27/2026;25.3193;7.99957;358.986;;227.528;Other Financial;23.2466;2.22842;;;;63.7757
311;AS305014 Corp;101.348;102.503;101.9255;3.0;04/27/2026;25.3193;7.99957;358.986;;227.528;Other Financial;23.2466;2.22842;;;;63.7757
312;AS305014 Corp;101.492;102.502;101.997;3.0;04/27/2026;25.3193;7.99957;358.986;;227.528;Other Financial;23.2466;2.22842;;;;63.7757
314;AR717327 Corp;105.526;105.75;105.638;1.125;03/19/2026;30.5515;3.55207;5035.0;;117.053;Consumer Non-Cyclical;2.97662;4.42626;;;;53.9283
315;AR717327 Corp;105.515;105.695;105.60499999999999;1.125;03/19/2026;30.5515;3.55207;5035.0;;117.053;Consumer Non-Cyclical;2.97662;4.42626;;;;53.9283
316;AR717327 Corp;105.452;105.903;105.67750000000001;1.125;03/19/2026;30.5515;3.55207;5035.0;;117.053;Consumer Non-Cyclical;2.97662;4.42626;;;;53.9283
317;AR717327 Corp;105.518;105.749;105.6335;1.125;03/19/2026;30.5515;3.55207;5035.0;;117.053;Consumer Non-Cyclical;2.97662;4.42626;;;;53.9283
318;AR717327 Corp;105.515;105.74;105.6275;1.125;03/19/2026;30.5515;3.55207;5035.0;;117.053;Consumer Non-Cyclical;2.97662;4.42626;;;;53.9283
319;AR717327 Corp;105.496;105.718;105.607;1.125;03/19/2026;30.5515;3.55207;5035.0;;117.053;Consumer Non-Cyclical;2.97662;4.42626;;;;53.9283
320;AR717327 Corp;105.489;105.717;105.60300000000001;1.125;03/19/2026;30.5515;3.55207;5035.0;;117.053;Consumer Non-Cyclical;2.97662;4.42626;;;;53.9283
321;BH392687 Corp;111.377;111.692;111.5345;2.125;10/02/2026;19.6661;100.355;-62.0;;298.658;Government Owned. No Guarantee;5.43265;-4.3221;;;;72.1362
323;BH392687 Corp;111.385;111.7;111.5425;2.125;10/02/2026;19.6661;100.355;-62.0;;298.658;Government Owned. No Guarantee;5.43265;-4.3221;;;;72.1362
324;BH392687 Corp;111.368;111.683;111.5255;2.125;10/02/2026;19.6661;100.355;-62.0;;298.658;Government Owned. No Guarantee;5.43265;-4.3221;;;;72.1362
326;BH392687 Corp;111.334;111.649;111.4915;2.125;10/02/2026;19.6661;100.355;-62.0;;298.658;Government Owned. No Guarantee;5.43265;-4.3221;;;;72.1362
327;BH392687 Corp;111.335;111.65;111.4925;2.125;10/02/2026;19.6661;100.355;-62.0;;298.658;Government Owned. No Guarantee;5.43265;-4.3221;;;;72.1362
328;ZS613130 Corp;99.625;100.25;99.9375;4.125;05/15/2025;;;;;;Communications;;;;;;
334;ZP588202 Corp;101.875;103.0;102.4375;9.0;11/15/2025;;;;;;Communications;;;;;;
340;ZS590362 Corp;101.563;103.197;102.38;9.0;11/15/2025;;;;;;Communications;;;;;;
342;ZS590362 Corp;101.564;103.194;102.37899999999999;9.0;11/15/2025;;;;;;Communications;;;;;;
346;ZP588193 Corp;96.318;97.307;96.8125;3.125;02/15/2026;;;;;;Communications;;;;;;
347;ZP588193 Corp;96.427;96.802;96.6145;3.125;02/15/2026;;;;;;Communications;;;;;;
350;ZP588193 Corp;96.319;97.307;96.813;3.125;02/15/2026;;;;;;Communications;;;;;;
351;ZP588193 Corp;96.312;97.284;96.798;3.125;02/15/2026;;;;;;Communications;;;;;;
352;ZP588193 Corp;96.312;97.285;96.79849999999999;3.125;02/15/2026;;;;;;Communications;;;;;;
353;ZP588197 Corp;98.09;99.144;98.617;3.25;02/15/2026;;;;;;Communications;;;;;;
354;ZP588197 Corp;98.363;98.863;98.613;3.25;02/15/2026;;;;;;Communications;;;;;;
355;ZP588197 Corp;98.091;99.144;98.6175;3.25;02/15/2026;;;;;;Communications;;;;;;
357;ZP588197 Corp;98.365;98.865;98.615;3.25;02/15/2026;;;;;;Communications;;;;;;
358;ZP588197 Corp;98.353;98.853;98.603;3.25;02/15/2026;;;;;;Communications;;;;;;
359;ZP588197 Corp;98.089;99.143;98.616;3.25;02/15/2026;;;;;;Communications;;;;;;
360;EK525656 Corp;111.511;112.011;111.761;2.25;10/08/2026;30.656;1.79811;1996.0;;91.2612;Consumer Cyclical;22.523;4.57927;;;;46.8166
362;EK525656 Corp;111.474;111.894;111.684;2.25;10/08/2026;30.656;1.79811;1996.0;;91.2612;Consumer Cyclical;22.523;4.57927;;;;46.8166
363;EK525656 Corp;111.467;111.887;111.67699999999999;2.25;10/08/2026;30.656;1.79811;1996.0;;91.2612;Consumer Cyclical;22.523;4.57927;;;;46.8166
364;EK525656 Corp;111.479;111.858;111.6685;2.25;10/08/2026;30.656;1.79811;1996.0;;91.2612;Consumer Cyclical;22.523;4.57927;;;;46.8166
365;EK525656 Corp;110.949;111.794;111.3715;2.25;10/08/2026;30.656;1.79811;1996.0;;91.2612;Consumer Cyclical;22.523;4.57927;;;;46.8166
366;EK525656 Corp;110.932;111.821;111.3765;2.25;10/08/2026;30.656;1.79811;1996.0;;91.2612;Consumer Cyclical;22.523;4.57927;;;;46.8166
367;BP471741 Corp;103.223;103.942;103.5825;4.0;08/15/2026;58.8278;;;;32.3011;Other Financial;58.7913;;;;;24.3798
368;BP471741 Corp;102.5;102.88;102.69;4.0;08/15/2026;58.8278;;;;32.3011;Other Financial;58.7913;;;;;24.3798
369;BP471741 Corp;103.251;103.96;103.6055;4.0;08/15/2026;58.8278;;;;32.3011;Other Financial;58.7913;;;;;24.3798
370;BP471741 Corp;103.255;103.962;103.60849999999999;4.0;08/15/2026;58.8278;;;;32.3011;Other Financial;58.7913;;;;;24.3798
372;BP471741 Corp;103.0;103.7;103.35;4.0;08/15/2026;58.8278;;;;32.3011;Other Financial;58.7913;;;;;24.3798
373;BP471741 Corp;103.315;104.039;103.67699999999999;4.0;08/15/2026;58.8278;;;;32.3011;Other Financial;58.7913;;;;;24.3798
374;EK762509 Corp;106.041;106.373;106.207;1.75;02/25/2025;28.9301;3.27464;1105.0;;127.142;Local Authority;8.43081;7.23684;;;;52.2118
375;EK762509 Corp;106.041;106.374;106.2075;1.75;02/25/2025;28.9301;3.27464;1105.0;;127.142;Local Authority;8.43081;7.23684;;;;52.2118
376;EK762509 Corp;106.084;106.323;106.20349999999999;1.75;02/25/2025;28.9301;3.27464;1105.0;;127.142;Local Authority;8.43081;7.23684;;;;52.2118
377;EK762509 Corp;106.018;106.388;106.203;1.75;02/25/2025;28.9301;3.27464;1105.0;;127.142;Local Authority;8.43081;7.23684;;;;52.2118
378;EK762509 Corp;105.932;106.498;106.215;1.75;02/25/2025;28.9301;3.27464;1105.0;;127.142;Local Authority;8.43081;7.23684;;;;52.2118
379;QZ742369 Corp;102.609;102.767;102.68799999999999;0.125;10/07/2026;22.0393;;;;322.051;Supranational;22.0393;;;;;76.3062
380;QZ742369 Corp;102.511;102.723;102.61699999999999;0.125;10/07/2026;22.0393;;;;322.051;Supranational;22.0393;;;;;76.3062
381;QZ742369 Corp;102.516;102.727;102.6215;0.125;10/07/2026;22.0393;;;;322.051;Supranational;22.0393;;;;;76.3062
382;QZ742369 Corp;102.609;102.716;102.6625;0.125;10/07/2026;22.0393;;;;322.051;Supranational;22.0393;;;;;76.3062
383;QZ742369 Corp;102.58;102.85;102.715;0.125;10/07/2026;22.0393;;;;322.051;Supranational;22.0393;;;;;76.3062
384;QZ742369 Corp;102.634;102.856;102.745;0.125;10/07/2026;22.0393;;;;322.051;Supranational;22.0393;;;;;76.3062
385;QZ742369 Corp;102.633;102.855;102.744;0.125;10/07/2026;22.0393;;;;322.051;Supranational;22.0393;;;;;76.3062
386;ZP426727 Corp;94.375;95.125;94.75;1.875;01/16/2025;-17.9637;;-3141.0;;;Transportation;-23.8893;-13.4831;;;;140.63
389;ZP426727 Corp;93.442;96.364;94.90299999999999;1.875;01/16/2025;-17.9637;;-3141.0;;;Transportation;-23.8893;-13.4831;;;;140.63
392;AX778667 Corp;15.99;16.39;16.19;0.125;03/25/2026;-17.9637;;-3141.0;;;Transportation;-23.8893;-13.4831;;;;140.63
393;AX778667 Corp;15.97;16.17;16.07;0.125;03/25/2026;-17.9637;;-3141.0;;;Transportation;-23.8893;-13.4831;;;;140.63
394;AX778667 Corp;16.01;16.21;16.11;0.125;03/25/2026;-17.9637;;-3141.0;;;Transportation;-23.8893;-13.4831;;;;140.63
399;BQ179423 Corp;98.875;99.375;99.125;3.875;07/01/2026;-17.9637;;-3141.0;;;Transportation;-23.8893;-13.4831;;;;140.63
403;BQ179423 Corp;98.933;99.716;99.3245;3.875;07/01/2026;-17.9637;;-3141.0;;;Transportation;-23.8893;-13.4831;;;;140.63
406;BM206504 Corp;98.52;99.79;99.155;6.875;11/09/2025;42.1042;6.13055;335.193;;101.392;Other Financial;24.21;1.30154;;;;49.9001
407;BM206504 Corp;100.5;101.5;101.0;6.875;11/09/2025;42.1042;6.13055;335.193;;101.392;Other Financial;24.21;1.30154;;;;49.9001
412;BO187287 Corp;97.61;99.948;98.779;8.0;03/17/2026;71.4305;9.10265;2.757;;18.5432;Consumer Non-Cyclical;70.8551;0.756863;;;;14.2297
413;BO187287 Corp;97.82;99.84;98.83;8.0;03/17/2026;71.4305;9.10265;2.757;;18.5432;Consumer Non-Cyclical;70.8551;0.756863;;;;14.2297
416;BO187287 Corp;98.01;99.84;98.92500000000001;8.0;03/17/2026;71.4305;9.10265;2.757;;18.5432;Consumer Non-Cyclical;70.8551;0.756863;;;;14.2297
417;BO187287 Corp;98.0;99.85;98.925;8.0;03/17/2026;71.4305;9.10265;2.757;;18.5432;Consumer Non-Cyclical;70.8551;0.756863;;;;14.2297
419;AT300242 Corp;108.65;108.92;108.785;2.25;07/03/2025;12.1574;;;109.665;90.0671;Banking;11.4054;;23.9;;21.0;47.3851
420;AT300242 Corp;108.652;108.898;108.775;2.25;07/03/2025;12.1574;;;109.665;90.0671;Banking;11.4054;;23.9;;21.0;47.3851
421;AT300242 Corp;108.66;108.92;108.78999999999999;2.25;07/03/2025;12.1574;;;109.665;90.0671;Banking;11.4054;;23.9;;21.0;47.3851
422;AT300242 Corp;108.649;108.894;108.7715;2.25;07/03/2025;12.1574;;;109.665;90.0671;Banking;11.4054;;23.9;;21.0;47.3851
423;AT300242 Corp;108.528;108.937;108.7325;2.25;07/03/2025;12.1574;;;109.665;90.0671;Banking;11.4054;;23.9;;21.0;47.3851
424;AT300242 Corp;108.508;108.917;108.7125;2.25;07/03/2025;12.1574;;;109.665;90.0671;Banking;11.4054;;23.9;;21.0;47.3851
425;JK758552 Corp;100.337;100.401;100.369;0.375;04/18/2022;1.15512;;;83.6938;8554.43;Basic Industry;1.1347;;;;;98.8445
427;JK758552 Corp;100.323;100.393;100.358;0.375;04/18/2022;1.15512;;;83.6938;8554.43;Basic Industry;1.1347;;;;;98.8445
429;LW343502 Corp;100.452;100.652;100.55199999999999;0.5;06/13/2022;1.15512;;;83.6938;8554.43;Basic Industry;1.1347;;;;;98.8445
430;LW343502 Corp;100.525;100.619;100.572;0.5;06/13/2022;1.15512;;;83.6938;8554.43;Basic Industry;1.1347;;;;;98.8445
431;LW343502 Corp;100.532;100.63;100.58099999999999;0.5;06/13/2022;1.15512;;;83.6938;8554.43;Basic Industry;1.1347;;;;;98.8445
433;BH392611 Corp;104.48;104.88;104.68;1.0;04/02/2025;1.15512;;;83.6938;8554.43;Basic Industry;1.1347;;;;;98.8445
434;BH392611 Corp;104.63;104.895;104.76249999999999;1.0;04/02/2025;1.15512;;;83.6938;8554.43;Basic Industry;1.1347;;;;;98.8445
435;BH392611 Corp;104.633;104.898;104.7655;1.0;04/02/2025;1.15512;;;83.6938;8554.43;Basic Industry;1.1347;;;;;98.8445
436;BH392611 Corp;104.476;104.876;104.676;1.0;04/02/2025;1.15512;;;83.6938;8554.43;Basic Industry;1.1347;;;;;98.8445
437;BH392611 Corp;104.61;104.919;104.7645;1.0;04/02/2025;1.15512;;;83.6938;8554.43;Basic Industry;1.1347;;;;;98.8445
438;BH392611 Corp;104.454;104.854;104.654;1.0;04/02/2025;1.15512;;;83.6938;8554.43;Basic Industry;1.1347;;;;;98.8445
439;BH472735 Corp;104.828;105.178;105.003;1.625;04/07/2025;5.85404;3.15402;2282.0;;248.984;Capital Goods;-10.3881;-1.33577;;;;71.3105
440;BH472735 Corp;106.263;106.511;106.387;1.625;04/07/2025;5.85404;3.15402;2282.0;;248.984;Capital Goods;-10.3881;-1.33577;;;;71.3105
442;BH472735 Corp;106.233;106.446;106.3395;1.625;04/07/2025;5.85404;3.15402;2282.0;;248.984;Capital Goods;-10.3881;-1.33577;;;;71.3105
443;BH472735 Corp;106.25;108.494;107.372;1.625;04/07/2025;5.85404;3.15402;2282.0;;248.984;Capital Goods;-10.3881;-1.33577;;;;71.3105
444;BH472735 Corp;106.234;108.476;107.35499999999999;1.625;04/07/2025;5.85404;3.15402;2282.0;;248.984;Capital Goods;-10.3881;-1.33577;;;;71.3105
445;BJ814522 Corp;106.715;107.005;106.86;1.375;06/09/2026;5.85404;3.15402;2282.0;;248.984;Capital Goods;-10.3881;-1.33577;;;;71.3105
446;BJ814522 Corp;106.709;106.852;106.7805;1.375;06/09/2026;5.85404;3.15402;2282.0;;248.984;Capital Goods;-10.3881;-1.33577;;;;71.3105
447;BJ814522 Corp;106.704;107.014;106.859;1.375;06/09/2026;5.85404;3.15402;2282.0;;248.984;Capital Goods;-10.3881;-1.33577;;;;71.3105
448;BJ814522 Corp;106.712;106.847;106.7795;1.375;06/09/2026;5.85404;3.15402;2282.0;;248.984;Capital Goods;-10.3881;-1.33577;;;;71.3105
449;BJ814522 Corp;106.691;106.99;106.84049999999999;1.375;06/09/2026;5.85404;3.15402;2282.0;;248.984;Capital Goods;-10.3881;-1.33577;;;;71.3105
450;BJ814522 Corp;105.836;106.309;106.07249999999999;1.375;06/09/2026;5.85404;3.15402;2282.0;;248.984;Capital Goods;-10.3881;-1.33577;;;;71.3105
451;BJ814522 Corp;105.831;106.304;106.0675;1.375;06/09/2026;5.85404;3.15402;2282.0;;248.984;Capital Goods;-10.3881;-1.33577;;;;71.3105
452;EK696037 Corp;106.172;106.17;106.17099999999999;1.5;01/20/2025;41.8915;1.34894;1214.0;;62.3356;Basic Industry;15.2621;10.1695;;;;34.8232
453;EK696037 Corp;105.752;105.984;105.868;1.5;01/20/2025;41.8915;1.34894;1214.0;;62.3356;Basic Industry;15.2621;10.1695;;;;34.8232
454;EK696037 Corp;106.173;105.986;106.0795;1.5;01/20/2025;41.8915;1.34894;1214.0;;62.3356;Basic Industry;15.2621;10.1695;;;;34.8232
455;EK696037 Corp;105.74;106.084;105.912;1.5;01/20/2025;41.8915;1.34894;1214.0;;62.3356;Basic Industry;15.2621;10.1695;;;;34.8232
